model_label	analysis	network	component	map_type	condition_contrast	design_contrast	contrast_name	direction	tested_covariate	randomise_index	participant	subject_contrast_beta	delta_fd_mean	delta_fd_mean_demeaned	delta_blink_rate_per_min	delta_blink_rate_per_min_demeaned
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	0	sub-189	-0.461514	-0.020982	0.003341355556	-28.56633836	-40.13677362
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	1	sub-203	-0.722327	0.030265	0.05458835556	-8.50848874	-20.078924
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	2	sub-207	0.031432	-0.144136	-0.1198126444	51.7608687	40.19043344
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	3	sub-208	-1.040955	-0.036233	-0.01190964444	-13.4805165	-25.05095176
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	4	sub-209	-0.607454	-0.299864	-0.2755406444	7.38300419	-4.187431072
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	5	sub-210	-2.139156	0.030088	0.05441135556	21.66982365	10.09938839
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	6	sub-211	-0.815195	0.010155	0.03447835556	-20.5413843	-32.11181956
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	7	sub-213	-0.765611	0.007551	0.03187435556	85.38363563	73.81320037
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	8	sub-214	-0.072749	0.078166	0.1024893556	12.51776138	0.9473261179
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	9	sub-215	-0.116102	-0.056997	-0.03267364444	-11.23419203	-22.80462729
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	10	sub-217	-0.345736	-0.214205	-0.1898816444	-4.49430199	-16.06473725
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	11	sub-218	-3.424126	-0.075032	-0.05070864444	-4.81600358	-16.38643884
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	12	sub-219	-0.399218	-0.015215	0.009108355556	-4.01246362	-15.58289888
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	13	sub-220	0.006562	-0.0176643	0.006659055556	79.28713632	67.71670106
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	14	sub-221	-0.567684	-0.12379	-0.09946664444	-10.59032305	-22.16075831
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	15	sub-222	-0.720106	-0.029768	-0.005444644444	33.2225396	21.65210434
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	16	sub-225	-1.258301	0.014186	0.03850935556	6.89952965	-4.670905612
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	17	sub-226	-0.020527	0.324279	0.3486023556	-1.444124044	-13.01455931
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	18	sub-227	-0.656999	-0.136938	-0.1126146444	-9.30868115	-20.87911641
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	19	sub-228	-0.333925	0.004765	0.02908835556	3.53078499	-8.039650272
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	20	sub-230	-0.796742	0.131249	0.1555723556	61.46959772	49.89916246
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	21	sub-231	-0.947119	0.046093	0.07041635556	1.60576277	-9.964672492
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	22	sub-234	-0.860025	0.00976	0.03408335556	41.89187133	30.32143607
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	23	sub-235	-1.358863	-0.046109	-0.02178564444	40.59205391	29.02161865
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	24	sub-236	-1.010793	-0.0081053	0.01621805556	4.81565606	-6.754779202
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	25	sub-237	-0.95749	0.032222	0.05654535556	-4.9749584	-16.54539366
cov-fdmean-blink	smith09_denoised	dmn	0004	beta	rtpj-minus-vlpfc	C2	mean_neg	negative	intercept	26	sub-238	-1.06434	-0.150471	-0.1261476444	-17.65649806	-29.22693332
